RecipeId,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent
287621,517.5,38.3,10.4,76.6,1683.2,19.3,1.9,9.0,24.4
276759,825.8,49.7,21.4,172.1,1305.3,58.9,4.7,10.9,35.1
77723,257.7,8.9,4.0,15.2,89.6,45.0,4.7,26.7,2.2
467501,44.0,0.1,0.1,0.0,4.4,10.3,1.9,4.7,1.2
250108,192.1,11.2,1.6,0.0,104.4,21.3,6.0,5.8,3.8
407203,285.6,4.3,1.3,64.5,607.4,38.5,4.9,1.8,24.6
117133,428.0,19.8,3.8,145.2,345.2,10.7,0.8,7.4,49.3
446514,451.7,17.8,5.8,193.5,2555.1,8.1,1.5,0.4,66.3
142467,503.1,9.0,3.2,11.2,530.5,88.0,7.3,0.8,17.6
8454,426.3,27.8,9.1,121.8,214.0,12.4,0.2,0.7,30.4
529396,288.7,6.5,3.0,11.4,48.2,56.9,10.9,18.9,9.3
230482,154.9,4.7,2.7,10.2,99.4,25.2,3.6,4.9,4.4
463361,370.2,8.2,4.0,21.3,403.3,56.8,3.3,5.6,17.2
386805,70.5,6.0,1.3,0.0,55.6,3.1,0.6,1.1,1.9
79022,41.3,0.1,0.0,0.0,1.6,10.2,0.2,7.6,0.3
128954,344.3,12.7,1.8,1.0,206.0,51.1,1.8,16.9,7.2
292437,587.3,35.8,18.9,110.3,172.2,44.9,6.1,13.9,24.3
265537,242.3,7.7,1.3,26.6,31.7,41.7,1.3,28.5,2.6
7397,290.5,8.7,1.3,42.3,257.1,50.0,1.9,25.9,4.4
144730,1275.1,100.9,17.5,237.4,417.8,51.2,2.9,2.7,40.5
55904,243.3,0.2,0.0,0.0,17.2,62.1,0.5,52.9,0.3
247434,101.5,7.4,0.6,0.0,7.0,8.7,2.5,3.6,1.8
84827,333.2,25.7,13.8,176.9,278.8,13.6,4.1,2.4,15.4
133725,617.6,16.9,7.6,69.9,1675.3,75.9,5.9,12.2,40.5
441353,201.1,2.7,1.1,5.8,346.9,32.8,7.8,6.2,13.8
395748,27.3,0.3,0.1,4.6,39.7,3.4,0.2,0.3,2.5
342050,196.2,0.2,0.0,0.0,4.7,23.5,0.5,18.4,0.8
313950,103.4,9.3,1.3,0.0,103.4,5.2,1.5,3.2,1.2
364240,215.9,9.6,1.9,0.0,163.3,32.2,2.1,21.6,2.7
238656,582.7,31.5,8.8,150.9,1154.5,24.3,1.6,18.2,38.4
507246,930.6,74.0,6.7,0.0,612.6,66.0,9.1,53.5,15.3
120586,421.6,0.2,0.0,0.0,2028.6,107.5,1.7,93.0,4.8
174968,681.7,51.6,18.6,185.4,331.2,3.6,0.3,1.1,47.6
2221,81.2,0.8,0.1,0.0,26.1,18.8,3.0,2.2,2.8
505741,599.6,34.3,20.5,205.3,318.6,65.4,1.1,33.5,8.8
415783,381.5,22.9,9.2,95.2,641.1,17.1,5.4,3.4,27.6
529019,61.3,4.7,2.7,14.5,38.1,4.5,0.1,3.1,0.6
11002,67.6,7.4,4.7,19.5,62.7,0.6,0.1,0.3,0.2
267514,233.1,16.2,7.3,59.2,98.6,5.5,0.2,0.3,12.6
444562,24.4,0.0,0.0,0.0,1.5,0.8,0.0,0.3,0.0
496326,533.5,45.4,18.9,193.0,1594.9,7.6,0.1,2.4,23.5
331617,1232.3,75.4,16.3,160.1,1828.2,77.2,18.6,19.5,74.2
171897,244.9,12.3,4.5,13.7,219.2,31.4,2.2,14.9,3.6
57443,1232.9,93.2,49.1,268.6,639.1,79.7,5.8,8.1,23.4
81567,339.0,0.7,0.3,4.9,203.7,71.4,3.5,64.5,15.6
9823,631.7,52.2,25.9,207.4,113.6,2.4,0.1,0.1,36.8
526694,350.6,11.8,7.1,62.4,390.6,59.0,0.8,42.4,3.6
509340,283.1,6.0,0.9,0.0,35.0,44.1,11.6,3.9,10.2
183767,185.3,2.2,0.3,0.0,296.1,30.6,5.5,0.7,12.3
110730,1110.6,4.0,0.7,3.0,2421.4,232.1,18.8,16.8,39.9
190026,691.5,30.0,4.7,288.2,2240.9,75.3,2.8,6.9,28.6
470196,881.3,41.3,14.7,153.6,1746.3,80.4,5.4,13.6,42.6
79721,312.9,12.4,4.7,51.4,507.9,28.4,6.9,4.2,22.5
235314,248.6,12.7,4.4,0.0,139.8,35.1,2.2,22.8,2.5
43185,416.9,11.8,3.0,69.4,1305.9,41.6,1.9,1.1,34.3
399427,141.0,5.1,1.9,4.2,75.6,23.4,0.3,16.4,1.0
112673,296.9,14.6,8.8,46.4,309.2,38.8,1.5,17.0,4.7
135511,96.3,1.8,0.3,0.1,142.1,21.6,2.7,8.7,4.8
493369,277.0,21.1,6.3,18.1,410.4,14.3,4.5,2.5,11.2
436781,158.3,3.0,1.5,44.0,202.1,27.0,0.7,5.2,5.4
114063,440.7,20.1,6.7,11.4,330.0,63.9,3.0,26.1,3.6
377657,221.6,14.8,8.3,36.5,86.8,20.1,0.1,19.1,2.9
385896,79.5,1.2,0.1,0.0,43.2,14.6,1.2,0.0,2.8
241682,1184.2,72.8,20.4,349.6,1975.2,37.9,1.3,16.4,89.3
283967,490.0,45.1,19.5,120.9,1465.5,5.2,0.3,3.1,17.1
365831,98.9,3.4,0.9,26.2,696.5,3.6,0.5,1.6,12.8
476890,621.7,41.5,25.9,119.9,456.1,42.6,5.6,4.3,22.5
369250,513.6,27.3,6.7,138.6,141.8,20.9,3.0,13.1,32.2
348430,282.5,5.8,1.6,6.0,1184.5,47.8,5.6,4.7,10.8
520172,1436.3,49.3,30.3,126.3,903.0,236.2,9.7,85.9,18.5
416856,419.3,5.7,1.3,55.0,65.7,88.7,2.9,59.2,5.8
410330,239.1,13.0,6.0,32.9,125.5,29.4,1.8,17.5,3.7
286140,748.7,40.9,17.7,103.1,507.2,88.4,1.8,23.5,9.0
314122,104.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
326803,10.9,0.1,0.0,0.0,113.4,2.5,0.2,1.5,0.2
490494,586.3,14.8,3.4,13.2,478.7,101.1,9.9,2.5,17.1
31190,224.1,23.7,14.8,84.9,27.2,2.3,0.0,0.1,1.7
198160,375.1,13.7,8.2,69.5,210.5,57.9,1.4,31.6,6.0
383403,550.9,46.6,28.1,123.5,1044.7,25.4,0.0,0.5,12.6
430665,309.9,20.8,10.2,117.7,752.9,15.8,2.7,2.8,14.8
442661,224.6,14.1,1.1,0.0,1.0,19.1,6.7,0.2,6.8
64488,152.8,1.8,0.2,0.0,22.8,35.4,1.4,33.4,0.5
127008,1.2,0.0,0.0,0.0,294.8,0.3,0.1,0.1,0.0
35233,340.8,17.8,6.4,89.9,725.6,16.0,2.5,8.4,30.3
229056,71.0,4.2,1.8,2.6,22.2,7.4,0.4,7.0,1.4
503852,182.6,14.6,2.1,0.0,598.3,12.8,4.1,3.0,3.8
309801,92.5,7.4,2.6,9.0,92.7,5.5,1.4,1.4,1.8
169367,106.2,0.6,0.1,14.2,286.8,10.6,1.4,6.1,14.8
270179,155.6,5.5,3.3,22.7,180.5,24.7,0.6,5.9,2.3
332315,110.4,3.9,1.2,4.4,156.4,14.1,3.2,3.7,6.7
328733,25.6,0.2,0.1,0.0,67.2,5.0,0.3,0.2,1.4
339069,102.6,5.8,2.7,19.0,119.9,11.4,0.6,2.3,1.9
128624,366.8,15.7,2.5,59.1,8560.1,16.0,3.3,4.5,43.1
321453,645.2,33.8,20.8,90.7,844.6,60.7,20.0,2.2,28.1
161636,286.2,12.8,7.7,48.8,118.4,38.2,3.9,26.3,7.4
423988,330.1,23.7,6.5,25.5,117.3,20.0,3.4,9.3,13.4
79100,358.1,18.1,10.8,52.2,784.7,36.6,1.9,5.1,12.8
142008,563.6,42.8,16.3,174.1,1481.7,17.2,1.3,2.8,24.8
444506,109.5,6.0,1.0,0.0,84.4,13.3,0.4,8.5,1.0
225734,437.5,16.1,8.9,77.4,1008.0,43.4,4.6,7.6,30.8
120510,419.9,23.6,11.4,59.4,825.5,36.4,4.8,8.2,17.1
327387,121.3,5.4,1.8,31.0,180.4,15.0,0.8,1.7,3.2
392285,207.5,5.4,2.2,7.6,264.7,35.0,3.1,2.5,6.4
247858,421.2,37.1,8.6,225.2,992.6,14.7,1.6,1.9,8.7
148621,61.0,1.6,0.9,14.0,53.6,10.5,0.4,9.9,1.6
462019,460.4,29.7,13.0,136.7,1041.9,10.4,0.1,2.3,36.5
229279,556.5,20.2,8.6,86.7,162.8,74.3,3.7,54.0,22.9
139392,562.8,16.7,14.7,0.0,127.4,103.0,7.7,89.8,5.1
159595,295.1,11.9,5.7,58.3,216.2,40.8,0.8,28.2,7.6
93843,238.3,10.6,5.2,30.8,122.4,33.1,0.7,23.1,4.0
68063,370.0,21.4,6.4,137.3,691.1,0.4,0.2,0.0,41.3
465814,551.6,30.0,16.4,180.1,871.0,53.7,6.8,1.0,17.3
259229,5501.3,345.6,129.1,975.6,3994.7,546.7,16.6,294.1,79.3
47113,68.6,1.5,1.3,0.4,19.8,12.9,0.2,11.6,1.4
501989,156.2,6.8,3.9,117.3,412.3,0.6,0.1,0.1,22.1
111562,302.8,19.2,6.6,95.2,4793.9,0.6,0.5,0.0,30.0
407417,233.5,13.2,5.7,20.3,372.2,26.9,2.5,5.4,4.2
142470,176.9,4.8,1.1,1.5,57.1,33.3,4.0,17.6,2.1
192031,216.6,7.1,1.4,4.8,223.2,30.2,2.3,2.9,11.2
397756,974.6,36.2,12.8,169.3,854.8,100.3,14.6,8.8,63.4
307162,168.2,15.7,4.4,20.6,303.4,3.7,0.1,1.1,3.1
38022,406.0,16.4,8.4,124.2,229.0,22.3,1.4,2.3,39.0
340143,59.4,1.9,0.2,0.0,476.5,10.2,1.1,2.5,1.8
109465,61.9,6.8,0.9,0.0,97.3,0.5,0.0,0.0,0.1
172196,349.5,25.1,11.2,34.8,68.5,32.6,3.7,19.1,3.9
135224,386.6,15.5,7.4,245.7,191.8,45.7,5.0,15.1,18.2
106491,115.9,3.1,1.2,18.2,15.4,14.5,0.9,1.2,7.1
423656,240.3,7.8,1.0,0.0,557.3,36.5,7.7,1.6,7.8
464325,28.4,0.1,0.0,0.0,20.4,6.6,2.8,3.6,1.4
23717,902.2,71.5,27.0,235.9,313.9,9.5,0.4,7.6,52.2
430967,486.3,31.9,3.9,85.1,135.3,18.1,5.2,11.9,34.6
369281,598.3,36.4,16.0,149.5,137.5,61.5,2.3,35.6,8.7
496287,30.0,0.1,0.0,0.0,127.3,6.9,1.2,1.4,0.6
320854,150.4,6.4,2.0,111.6,542.7,10.8,1.5,5.2,12.9
336625,329.2,22.1,3.2,0.0,10.2,35.6,9.6,24.6,3.5
159041,324.0,11.0,2.7,88.7,1096.3,20.3,4.3,11.4,37.2
333787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349238,787.4,43.8,21.9,93.5,950.8,72.8,3.7,8.9,25.8
175788,71.5,0.0,0.0,0.0,5.9,19.9,0.2,18.0,0.2
332251,630.0,13.2,3.2,112.0,1080.0,105.2,5.0,3.9,21.0
56267,466.0,36.1,21.4,151.9,480.8,20.2,3.6,1.7,18.3
194518,1269.0,101.3,47.5,361.0,1148.9,9.3,0.5,1.9,76.4
77416,1262.8,116.4,47.8,160.0,612.3,35.1,4.9,4.8,19.2
416115,93.9,1.0,0.3,42.3,479.3,20.5,0.0,20.3,1.3
434862,117.8,7.2,3.0,12.7,51.8,12.4,1.1,8.7,2.5
376137,403.4,28.8,4.2,0.0,12.1,32.4,15.0,3.2,9.6
431896,29.2,1.9,0.9,35.2,12.2,2.3,0.2,2.0,1.2
494600,122.0,4.8,0.6,143.2,653.5,3.1,0.1,0.3,16.3
42298,325.6,12.0,5.4,87.2,94.2,51.4,1.4,40.4,5.0
279284,614.7,43.8,25.9,110.8,800.9,39.7,3.7,11.8,18.4
301052,391.3,29.8,18.6,106.3,2322.0,13.0,0.4,9.5,17.0
438666,1066.0,53.2,21.6,152.8,737.7,143.8,3.0,120.1,9.4
276098,95.3,3.8,2.4,13.6,68.6,12.0,0.9,10.8,3.6
430990,345.0,28.8,4.1,0.0,307.3,23.9,10.0,12.4,4.2
83400,4517.8,144.6,83.2,964.0,1541.8,715.2,23.1,255.3,94.8
518365,292.7,16.9,6.4,569.0,269.4,10.9,0.9,8.1,23.5
149134,1173.2,65.7,33.0,257.9,2693.1,60.5,5.7,12.8,82.5
190103,272.2,10.8,2.0,0.0,78.1,42.2,4.4,29.6,3.6
470896,694.4,14.2,3.1,78.3,1035.2,100.0,21.4,7.2,47.6
235378,540.1,26.1,16.3,95.5,337.0,55.8,0.0,27.1,20.1
396422,111.8,0.3,0.0,0.0,205.0,28.4,3.1,21.6,2.2
110474,1162.7,63.6,9.8,211.5,2128.4,120.9,9.3,37.9,34.5
291610,300.9,3.9,0.7,37.8,403.1,50.9,4.3,14.1,17.1
229827,804.6,68.3,31.0,446.2,173.3,29.7,4.1,20.8,13.7
70990,758.5,39.8,19.6,92.8,1180.3,74.3,10.6,5.1,29.5
284590,98.1,0.3,0.0,0.0,2.4,17.1,0.2,14.7,0.9
69021,107.9,3.7,1.7,0.0,8.0,20.1,9.9,0.3,3.1
431650,5628.8,298.9,180.5,911.0,5117.9,737.8,27.7,493.3,57.9
451310,122.2,8.8,3.3,15.6,388.2,10.6,3.1,2.4,2.8
334792,293.7,22.3,3.4,52.5,60.7,4.8,1.4,2.7,19.2
269577,385.0,10.1,4.2,14.8,635.7,56.8,14.6,6.8,22.5
447539,96.0,9.1,1.7,93.0,35.7,0.2,0.0,0.1,3.2
403651,1039.7,72.0,24.8,299.4,3767.9,7.3,3.2,0.9,86.3
220756,252.2,15.4,3.2,75.9,545.8,19.7,2.9,8.4,8.6
367055,574.4,23.9,4.8,113.3,272.7,82.6,4.3,43.1,10.6
104469,262.9,6.6,2.5,49.9,594.2,30.5,1.4,9.5,20.5
141530,272.4,6.2,0.9,0.0,596.6,51.9,9.0,3.2,6.2
314506,293.9,6.2,1.5,44.8,682.0,41.9,8.4,7.3,20.9
63138,432.7,24.2,3.5,50.2,1127.8,45.7,5.0,17.6,11.8
521010,660.8,47.8,28.7,302.5,99.1,53.9,0.1,50.3,7.2
58638,365.6,8.7,2.9,59.7,314.8,38.0,11.2,5.6,29.6
411203,644.9,14.7,4.8,182.3,738.5,64.7,5.5,9.2,61.9
172809,106.5,9.0,5.5,25.5,298.7,5.0,2.5,2.2,3.3
159626,58.3,3.4,2.2,11.9,323.1,3.9,0.5,1.2,3.2
467426,32.1,0.1,0.0,0.0,19.3,8.3,0.3,7.4,0.1
386360,208.2,1.5,0.2,0.0,526.4,41.4,5.7,5.0,8.2
272681,107.4,2.8,1.7,4.7,15.5,21.0,0.6,20.1,0.6
344442,197.1,0.1,0.0,0.0,44.4,50.0,0.0,44.2,0.2
414816,565.6,43.4,22.9,205.8,291.4,35.7,0.9,31.0,10.9
485115,63.2,2.3,1.4,5.7,19.3,11.3,0.9,10.2,0.5
141998,162.1,11.6,6.8,54.4,332.6,8.7,0.5,0.1,6.0
190646,460.8,18.0,7.0,110.6,875.5,39.5,4.9,12.8,35.1
219391,482.9,20.1,8.2,109.8,1399.7,48.2,9.6,23.6,32.5
157303,275.5,15.3,9.2,56.1,486.4,20.9,1.3,1.4,13.7
476356,267.5,20.8,5.9,22.3,574.1,13.7,1.6,2.2,6.8
402756,271.0,16.9,3.6,0.0,388.1,27.1,1.4,8.5,3.3
269256,183.9,7.4,4.3,32.8,166.8,27.8,0.4,18.6,2.1
324327,628.1,34.8,12.2,80.1,1509.5,49.1,3.2,2.6,28.5
206107,197.3,0.7,0.2,0.0,5.0,51.1,6.9,31.7,2.2
161950,396.2,19.8,3.2,77.4,306.0,15.7,1.4,2.4,37.2
458169,288.4,15.0,5.5,17.8,541.2,32.8,4.7,27.3,7.8
106596,71.9,4.9,2.2,0.0,18.0,7.1,0.5,5.0,0.8
177963,56.0,0.0,0.0,0.0,54.9,0.2,0.0,0.1,13.8
138013,833.7,45.9,8.7,182.2,4758.1,65.1,4.1,6.9,41.2
81560,127.1,0.3,0.0,0.0,1.7,33.4,6.7,22.4,1.2
306108,439.8,6.5,1.3,0.0,467.2,85.8,31.9,32.2,29.2
319042,544.5,40.9,8.9,145.0,148.0,12.8,3.2,5.8,32.2
486464,281.8,15.2,7.8,32.7,179.1,33.9,1.7,23.1,4.0
73113,226.3,0.6,0.1,0.0,300.6,51.9,7.9,10.1,6.1
309531,174.2,7.9,1.4,0.4,279.4,25.8,1.5,8.4,2.4
337333,304.9,23.2,14.2,82.5,601.8,13.1,0.2,0.0,11.7
329617,783.2,1.1,0.2,0.0,1251.6,192.3,9.8,173.2,4.6
13796,11.0,0.0,0.0,0.0,1.1,2.6,0.5,1.2,0.3
444163,104.9,5.3,3.0,12.3,85.9,13.2,3.7,4.6,4.1
8162,387.9,13.5,8.5,39.8,313.3,63.0,1.7,54.9,8.2
463136,370.6,6.9,1.3,24.3,644.4,55.7,7.7,9.3,18.0
306495,923.0,30.1,10.3,149.4,694.5,97.8,26.0,13.6,71.0
89995,360.3,1.2,0.2,0.0,1350.8,65.2,26.3,10.4,24.8
162594,287.4,12.9,6.2,147.7,939.8,20.6,1.0,2.3,22.6
272730,166.9,6.0,2.5,80.1,473.9,16.5,1.0,4.2,11.3
246373,448.3,24.8,13.2,106.4,568.0,36.2,3.7,4.6,22.0
427985,114.9,10.3,3.1,12.6,772.9,3.9,0.9,0.9,2.7
341449,519.5,33.1,23.4,48.6,288.1,53.2,0.5,41.1,4.9
461290,638.9,49.1,22.4,122.8,1122.9,32.6,13.2,7.0,22.1
163076,231.4,8.1,4.9,25.7,653.0,31.0,2.6,2.7,9.0
147906,174.5,4.8,1.3,105.8,330.1,26.0,3.9,3.3,8.6
26991,1051.0,24.5,5.3,86.5,360.6,165.6,25.8,0.6,46.3
523825,9642.3,699.7,247.8,2956.0,4062.8,11.7,0.2,10.2,817.6
93051,516.4,9.2,1.4,46.9,636.7,75.1,4.2,13.8,31.8
374732,669.4,37.1,6.9,33.4,536.7,80.2,3.5,55.4,8.9
211087,219.3,8.4,1.7,3.0,76.5,35.6,1.4,25.1,3.8
114649,494.0,9.8,4.0,75.7,585.1,51.4,1.4,7.1,31.6
447772,772.5,49.4,16.9,241.5,1292.7,6.1,3.5,1.0,73.5
266408,44.4,1.3,0.2,27.7,231.6,4.0,0.2,0.1,3.9
120737,1010.5,55.4,28.1,241.7,1757.2,66.5,2.9,20.1,59.9
215755,660.2,37.1,14.6,226.8,917.0,9.2,1.7,2.4,65.3
408268,240.5,11.1,3.1,58.6,445.6,10.8,0.4,4.7,22.7
464797,222.3,1.8,0.5,31.9,126.0,38.4,2.9,6.7,6.5
205082,356.8,13.8,5.6,46.5,1203.4,40.8,3.0,4.8,16.8
227944,439.9,24.8,11.5,114.9,228.8,51.8,2.9,37.8,4.7
328067,706.8,39.4,12.2,124.4,91.5,41.7,4.2,17.3,33.0
246297,1785.0,112.7,15.5,6.4,1189.4,169.4,5.7,6.9,23.3
477495,442.5,18.4,1.6,358.7,15946.4,30.0,3.8,21.6,40.4
439311,1109.2,63.8,20.4,222.3,530.1,91.5,3.2,2.3,41.0
435288,148.6,0.4,0.0,0.0,1.3,37.6,2.7,35.1,1.2
333226,25.5,0.7,0.2,3.1,167.8,4.5,0.5,2.2,0.6
19787,139.5,9.7,2.2,211.5,116.8,6.3,1.6,4.1,7.4
179128,201.8,11.6,2.9,76.2,393.2,20.0,1.7,0.7,6.4
347973,613.5,24.4,9.7,167.4,540.5,39.0,8.9,7.8,62.3
262456,271.8,13.9,4.3,17.3,189.3,35.7,0.8,24.1,2.1
285670,558.9,31.6,9.5,170.8,180.3,13.9,2.2,9.5,52.4
313188,337.8,13.1,6.7,47.8,306.2,50.6,2.6,18.4,5.9
189744,616.5,30.7,12.8,138.8,577.3,77.1,2.9,41.7,9.2
357229,275.5,5.2,1.5,91.0,201.2,19.2,3.1,5.1,38.3
536451,222.6,5.3,1.3,4.6,40.5,44.0,5.7,30.3,4.5
489304,337.2,14.9,7.5,116.7,389.5,11.5,1.4,4.4,37.5
77163,95.8,6.7,2.6,6.1,539.9,8.5,3.6,4.5,1.6
147515,165.6,9.1,4.2,22.5,597.2,13.8,0.8,1.3,8.2
530973,161.4,11.2,1.5,0.0,1772.1,10.6,2.8,4.4,1.9
265573,8.2,0.0,0.0,0.0,466.5,1.1,0.1,0.3,0.2
186865,692.8,40.5,20.5,134.6,1271.5,43.4,3.3,5.0,39.2
200865,159.1,13.8,1.6,0.0,63.5,8.0,1.4,0.9,2.2
323452,134.6,12.6,1.8,0.1,196.3,2.4,0.5,1.4,4.5
350910,324.2,23.3,3.5,75.5,138.2,2.8,0.1,1.5,25.2
123374,476.6,23.3,14.1,126.5,381.8,62.2,1.3,37.7,5.8
516785,655.2,18.4,3.0,0.0,871.5,104.1,13.5,8.1,21.9
127923,487.4,7.3,1.1,0.0,178.9,97.1,12.2,4.3,11.2
8635,754.5,40.8,16.2,105.2,622.8,96.4,3.7,77.0,6.7
443692,704.2,1.4,0.0,0.0,4.4,177.8,15.1,163.7,4.0
512345,613.5,34.1,16.4,249.8,214.0,45.6,2.7,3.9,30.6
511743,264.8,22.5,5.8,77.5,336.2,10.1,4.0,4.4,9.2
447551,312.5,12.6,5.7,133.9,820.8,17.1,1.6,3.2,31.6
506573,61.4,1.2,0.7,2.9,131.4,11.0,0.4,0.9,1.5
123597,510.5,32.3,9.2,0.0,18.6,60.2,5.1,53.4,5.2
268324,57.8,3.2,0.5,5.1,48.8,6.6,1.5,0.2,1.4
240509,118.0,3.8,0.5,0.0,133.4,20.5,3.7,16.0,3.0
450683,786.2,33.3,5.4,87.5,1339.4,64.1,13.5,16.7,61.0
28948,720.9,43.0,21.6,122.7,410.9,81.9,3.6,59.1,7.4
225778,120.2,5.9,2.5,11.4,370.2,11.9,0.4,3.6,4.7
80742,528.3,12.4,2.9,147.2,567.8,49.0,6.7,3.7,53.0
296310,105.7,0.8,0.4,2.5,259.9,20.8,1.2,6.2,4.1
456864,563.9,15.9,4.4,99.2,290.0,68.7,10.8,23.6,42.2
500331,145.8,3.8,0.7,32.8,693.1,11.8,1.6,6.2,16.6
359570,443.4,23.0,10.2,330.6,1634.9,28.6,2.8,6.8,30.9
530929,545.4,29.8,17.1,207.9,1072.1,53.8,4.1,8.2,17.6
272059,123.1,6.8,3.1,30.0,528.9,8.3,0.3,1.6,6.7
199178,320.1,25.8,11.4,56.1,587.9,8.6,0.3,2.7,14.2
69150,138.5,4.0,2.4,7.9,61.2,26.2,2.7,18.2,1.8
475525,399.8,18.9,10.1,110.0,687.8,23.4,4.7,6.2,33.7
444858,74.3,4.3,2.6,17.9,31.5,8.1,0.2,3.4,0.9
532623,220.7,7.9,4.7,44.5,184.2,33.9,0.6,16.8,3.9
477886,488.0,11.1,2.9,190.4,403.7,36.3,2.4,2.2,57.5
49936,140.6,0.8,0.2,21.1,183.1,28.8,1.0,4.6,4.1
477229,410.5,25.8,3.5,6.4,584.8,37.1,6.5,15.7,12.8
341859,944.3,50.2,24.9,81.3,329.7,118.8,7.4,71.0,11.3
486078,358.3,15.9,2.8,4.4,80.7,43.9,2.0,1.8,9.6
102095,241.1,10.3,3.7,86.0,881.6,18.4,0.7,9.3,18.6
58282,217.3,5.8,0.8,285.8,1473.8,8.2,0.2,3.5,31.6
400943,490.8,18.2,2.7,0.0,814.9,76.9,8.0,6.8,9.0
372804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161105,380.0,11.4,3.1,77.5,1004.8,35.4,4.1,7.0,32.7
83032,218.2,13.1,5.8,29.8,556.0,15.0,2.7,9.0,11.9
282527,668.4,45.7,14.8,12.7,301.1,62.6,4.3,22.5,8.1
286283,382.7,30.9,4.2,0.0,93.5,25.2,10.6,7.5,5.3
62263,299.2,13.4,6.5,49.4,863.5,31.8,2.7,1.9,13.9
200333,148.6,0.2,0.0,0.0,6.4,27.4,1.8,24.4,0.9
204347,263.4,20.3,9.4,45.3,493.9,13.2,2.3,4.8,9.0
36250,327.6,17.8,11.2,50.4,158.4,42.8,0.3,41.5,1.0
10381,229.2,8.2,5.0,20.3,70.4,42.5,6.1,33.7,0.8
406430,361.9,11.9,3.8,24.0,943.1,46.6,4.8,6.9,17.0
203818,559.0,28.0,9.9,52.0,805.3,67.3,4.5,26.8,10.8
198550,185.2,3.0,1.3,6.4,417.4,34.9,4.4,2.1,5.7
280306,230.0,11.6,2.7,0.0,552.4,28.1,4.5,0.3,6.4
233874,219.7,15.4,9.3,78.0,149.8,16.0,0.1,15.1,5.0
541371,511.0,9.9,0.8,0.0,41.4,109.7,1.3,86.9,2.1
451683,985.0,67.5,31.9,121.9,1570.7,83.5,3.0,0.3,11.8
298279,196.9,12.5,3.0,26.4,139.2,20.0,1.1,14.9,2.8
153904,27.9,0.1,0.0,0.0,0.6,6.5,0.1,5.2,0.4
135188,454.4,24.0,10.3,108.3,1167.5,27.8,1.9,1.3,30.1
533334,568.6,40.2,13.2,376.6,1760.1,16.4,1.8,3.8,34.5
454817,267.4,6.6,0.6,0.0,10.9,52.0,1.4,47.6,3.4
418215,714.6,43.5,24.8,142.6,864.5,43.2,2.2,16.6,23.9
349511,96.7,2.7,0.8,105.9,117.7,15.4,1.6,9.2,4.0
211922,522.7,26.9,4.6,73.8,839.7,44.1,0.5,27.2,28.4
124714,313.9,16.3,6.6,18.3,439.3,39.1,0.5,26.6,3.7
93077,257.8,16.6,3.0,21.5,779.3,14.1,6.9,5.5,15.6
195274,734.4,53.7,31.8,523.9,385.7,7.9,0.0,0.4,49.0
115445,162.3,8.9,5.0,27.6,627.1,10.2,4.1,4.7,12.9
367874,485.6,15.4,8.3,0.0,238.5,85.3,0.8,71.7,2.7
292542,921.8,43.9,17.9,150.0,1472.7,75.6,4.5,5.5,56.3
524514,1546.2,93.8,55.5,93.0,964.0,160.5,13.8,86.9,32.0
332358,222.1,0.9,0.4,9.7,113.2,47.0,3.1,27.5,9.3
101970,320.5,16.7,6.9,83.7,266.9,15.6,1.1,2.3,25.7
198909,161.6,4.6,2.6,14.7,1359.3,20.9,4.5,3.2,11.7
8967,592.0,26.0,9.2,247.9,513.2,4.0,1.2,1.1,81.2
425190,135.5,10.2,3.9,225.4,269.3,0.9,0.1,0.5,9.4
107606,425.3,32.7,5.2,114.5,666.7,4.0,0.7,1.0,28.6
479930,136.2,3.8,1.0,17.9,1853.3,4.7,0.8,1.9,19.4
247519,434.5,30.6,9.7,107.0,859.5,6.5,0.7,1.1,30.9
136485,161.5,7.7,4.8,28.0,156.6,21.9,0.5,12.1,1.6
208104,273.9,9.3,1.3,0.0,395.7,42.0,11.6,5.9,10.5
77754,2154.4,179.4,93.3,245.8,1510.5,129.9,9.1,78.9,19.9
295498,453.1,15.3,2.2,52.9,207.4,74.4,1.8,41.3,5.9
533078,1431.0,73.9,22.5,135.9,1744.2,144.3,34.9,8.6,62.3
201908,409.6,16.1,5.6,78.5,1105.3,19.5,3.2,6.6,34.9
29692,243.4,9.1,5.2,9.5,218.8,42.3,1.8,26.3,2.1
166717,78.8,2.1,0.6,15.6,47.7,14.0,0.3,9.0,1.3
473051,244.4,9.5,2.9,27.4,121.6,38.8,2.0,27.4,2.6
303545,237.8,10.2,6.0,28.0,287.4,27.9,2.0,1.0,9.0
151173,280.7,23.9,12.9,62.0,553.2,13.6,3.3,6.1,5.9
282514,832.5,54.2,29.8,180.7,1265.8,43.2,2.1,7.6,43.2
243555,1124.1,37.5,6.5,211.5,376.2,148.5,47.1,11.6,58.4
107727,176.8,2.6,0.4,0.0,14.0,40.0,5.4,29.1,2.6
310705,342.8,15.2,2.3,52.9,302.5,48.9,3.5,35.7,4.7
